twitter,ADE_or_not
Somebody get this guy a lozenge lol #gte3,0
"@dogbook My Dad's Havanese is in love with Chopper the cutie from the Cymbalta and Travelers' ads she barks, sits up and nudges the tv",0
"This is me having #Tysabri im sharing this to show that you can have #MS and still smile - be strong,its not the endpic.twitter.com/OM23Og5MUj",0
@TheSeatedView @AmyBadkin I agree absolutely. Your gonna be fine amy. Enbrel give me no problems whatsoever.xx,0
Waiting for trazodone to kick in!,0
I restart the Lamictal today; been off a week. I should give a disclaimer during my <3 2 <3 tonight: I don't have as much patience as usual.,0
"Hahaha, you wanna subtweet me about recycled tweets? Okay! Sweety rather drink your  Seroquel & go sit in the corner & work on your marriage",0
"@MarkMcGahan80 does the Tysabri make you tired at first after infusion, not that you need an excuse to be tired! Sleep well xx :o) xx",1
"@Fatuglyew ooh what do you take?  I'm on 375mg venlafaxine (Effexor) and crap on a cracker, I look cracked out lmao",0
"@bendyleopard Had shrink last wk, back on olanzapine so been sleeping better,which helps! I love sleeping,me!! *kidstvpresenterstylesmile*",0
@TsunamiQueen not a doc but worked in hospitals & cipro is the only thing that works for me.,0
"Thin lozenge stiff, acer 4820tg main features in regard to valorous exceptional playacting",0
@HollyCastles Humira was amazing for me too :) everytime did the injection felt betta immediately :) could tell wen was time for another to,0
"@walterrrr it's my nicotine patch. besides, i spend about an eighth of the time i spent on facebook on twitter now.",0
Morning coffee and nicotine in garden - nostrils filled with scent lilac and rowan. And it's Friday. Bring it on!,0
"Just got off phone w/ psychiatrist. He, too, was like, ""WTF"" re last Weds' OMGWTFFML. We're going to add SSRI once I'm off Venlafaxine.",0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” ,0
10 days of Cipro again.. ugh,0
"@tausunni but what of the pharmaceutical industry if we stop dosing people up on seroquel, ritalin, etc?!",0
As im on high preds again.. I cant say if this the new drug slightly working or the preds. My guess - the preds! Bring on humira again!,0
"If you have #Crohns & must use #Remicade, #Humira or #Cimzia, U will find this Video informative.  http://bit.ly/ZwSltJ  #IBD #Colitis",0
"I'm back on Fluoxetine again (anti-depressants and anti- anxiety stuff), which is really good because this is my first step to recovery",0
"Out of curiosity, has anyone had success with Paxil as an anti-depressant? I'm looking up the success rates/side effects & freaking out.",0
Gamma-Aminobutyric Acid acts as a neurotransmitter. It has slight stimulatory effects on the brain & may help induce a state of calm. #GABA,0
"@RileyReidx3 Another one for you, Women Prepare yourself for @shanexxxdiesel with The Gag Lozenge Now Availablepic.twitter.com/h06vECTyCx",0
"@monsiehalides Ehhhh! Monsy! What's with that frown?! D: Cheer up alright?! Hope everything's alright! Have a break, have a lozenge! :')",0
@marcelgreenaway @Jaynesharp yesss ? Need a lozenge for that cough ? Ha ha ,0
"client mtg today, feeling sick & not impressed that my Halls lozenge is getting preachy..""don't try harder, do harder""! so says the wrapper!",0
@NathanFillion I thought this said Boniva - that calcium prescription pill and got super confused. #overtired #strongbones,0
"the devil i know
his hands are like nicotine
the devil i know
won't let me be",0
"If you or a loved one has experienced adverse side effects from the use of Paxil, you may qualify for compensation. 1.888.520.5202.",0
You woukd think going off of cymbalta would make me less tired...but nope...-_-,0
Trazodone #disneyprincesshigh and im feelin.itttt,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”,0
"@damonbenning ""social anxiety disorder"" big guy. Google it, it's u to a tee! #paxil",0
@SpicyNyx :-) Lamotrigine doesn't prevent going high.,0
"second-line: buspirone (lower abuse potential, longer onset, less sedation than bzdps), quetiapine (really...), others in guideline",0
@OmicsOmicsBlog @matthewherper @richmeyer so the specificity is different. Tysabri could be used in gut since alpha4beta1 also imp there,0
"@OmicsOmicsBlog @matthewherper @richmeyer finally, ph2 Tysabri trials included Crohn's disease - indication dropped early in favor of #MS",0
"@jimrome trapper needs Vick,  not the caller but the lozenge.  #smackoff",0
She announced her diagnosis of Type 2 diabetes on the same day she endorsed the diabetes drug Victoza & a lucrative collaboration #pauladeen,0
"Right, got a date with Ms Quetiapine and Law Abiding Citizen on TV",0
@iamdiddy Have Some Quetiapine .. 700mg A Day.. it will make your penis big,0
Today's journal club: quetiapine reduces ICU delirium in small DB RCT. Important as little/no other evidence exits:http://journals.lww.com/ccmjournal/Abstract/2010/02000/Efficacy_and_safety_of_quetiapine_in_critically.9.aspx …,0
"@PsychNurseinWI risperdal and zyprexa ROCK! Abilify, seen it work a little. Geodon has too many probs, I remember when it was 1st line!!",0
"@TerrelleGraham because I'm 17 compose my own beats lyrically, I'm dope enough to ass fuck the dude who made nicotine",0
Lyrically I'm dope enough to ass fuck the dude who made nicotine,0
i think i found my anti-nicotine. it is waaaaay healthier.,0
hamilton will take a set of the hard compound and a paxil at his next stop,0
wine and trazodone.,0
'A ciprofloxacin resistant bacterium in the microbiota is responsible for norovirus persistence' but not yet identified bacterium #CMHH,0
*pops vyvanse* smh,0
bury me in a bathtub filled with Paxil,0
$JNJ $BAYRY RT @ScripDonnaDC: #FDA rejects Xarelto to reduce risk of stent thrombosis in pts w/ acute coronary syndrome #pharma,0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" Bring on the Bananas!",0
Cc @GracieFrancesca RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
Cipro and Levaquin have destroyed my life and health... When will the FDA care about Americas?? Seems like never !!!,0
Dear quetiapine anytime you'd like to work would be good for me,0
"@jenngaines @JohnnyJet I used to carry Cipro sometimes too, but it expired before I ever needed it! :)",0
Rivaroxaban 2/2 works well for 100's of 1000s of people but not for me. Hope Doc will take me off it later today. Warfarin with low dose K?,0
Vyvanse do wonders. Goin be #oneofthosenights,0
"And after I was discharged yesterday, I overdosed impulsively but it was a mixture of Klonopin, Xanax, Seroquel and Flexeril.",0
Throat numbing lozenge for the win,0
#Portola announces Factor Xa inhibitor #PRT4445 reverses anticoagulant activity of #Eliquis at #ISTH3013 http://investors.portola.com/phoenix.zhtml?c=198136&p=irol-newsArticle&ID=1834683&highlight= …,0
Someone needs to get Mike Emerick a cup of coffee and a throat lozenge #BecauseItsTheCup,0
Only problem is I'm hungry. Seroquel nation hunger :(,1
Jus realized. RiveroXaBAN and apiXaBAN BAN Xa and therefore are direct Xa inhibitors! #NAPLEX,0
@canibagthat @richardbogle @rfdsdoc @MDaware @PharmERToxGuy @umanamd giving little ol' grannies 75mg bd (from memory) metoprolol was silly,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
"I may not have weed, but I do have 5 seroquel I found while cleaning my room :3 
-G",0
My mood swings are getting worse and lamotrigine isn't helping at all.…,1
"I need 14,000mg of quetiapine to die for sure (gotta love google)...I probably only have about 3,000mg #FUCKMYLIFE",0
I get separation anxiety if I'm away from Blankie for more than an hour and I have to whip out the klonapin and seroquel #panicattack,0
I send @LockJohnson a legit business question.  He replies w/ the personification of Zoloft & Zyprexa,0
@petertaggart @tysonarmstrong @Brocklesnitch That’s why a woman my age needs prolia.,0
@kennysshort  Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
"Note to self: Put bananas on office ledge. @UberFacts Bananas contain a natural chemical, also found in Prozac, that can make a person happy",0
"What support can we give the person with this question ?

Tysabri as an option while being JC positive...feedback please?",0
This old guy from the #Xarelto commercial is a fucking badass. #FlowersAndNewZealand,0
"@AutismRealityNB  Initially we need to push the repurposing of already approved drugs such as acamprosate, arbaclofen and memantine.",0
"@LunkenDrush I've heard of the Topamax. Right now I'm on 40 mg of Prozac , 100 mg of Trazadone and 75mg of Hydroxizine or however you spell",0
"Fuck you, effexor. Dilated pupils and blurry vision and nausea and headaches? This is awful!",1
"Glad that's over.  Now if I can just get more vyvanse, I'll be goodz",0
DEBBIE JUST THE WALL SHE NEVER HAD IT ALL ONE PROZAC A DAY HUSBANDS A CPA HER DREAMS WENT OUT THE DOOR WHEN SHE TURNED 24,0
"Elizabeth Wurtzel wrote in Prozac Nation that ""Dallas in 1988 was depressed and depressing."" I am here to tell you today it has not changed.",0
Popped a seroquel bout to call it a night,0
more like Paxil Time Cruiser USA *downs several handfuls of Paxil with help of a Coors Original* @PTCruiserUSA @ChrisStokdyk @wimpsicle,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Explains @stephiemcnally,0
"“@StoicCharles6: Thank you @ImprintedSoulsR for letting me perform ""Homeless"" and ""Nicotine"" tonight!! Grateful for the opportunity!!!”",0
dip the blunt in fluoxetine,0
Some hospitals are reckless. They give a patient a shot of Seroquel and send the person home on the public transportation. That is...crazy.,0
"Is it objective, that is, does it refer to apples, health and a half hours. I'm not even on any vyvanse! #swag",0
"Might as well take a vyvanse, wait for this to possibly end, then go to class in the morning.",0
"I judge the time in the evenings by ""can i get away with taking a seroquel to knock myself out yet or is it too early""",0
I need a Seroquel,0
@criminalbanjo dude i feel physically and mentally drained.. thats the paxil i wanted hard at work,0
But I won't pay you back for expenses going back and forth to cipro and S.A.R.S tryna finalise..,0
"I'm getting put on olanzapine medication, does anybody know what they're for ??",0
"@beckysrecovery I have been on amisulpride but only for a few days, I could not tolerate nausea and akathisia, olanzapine I can cope with",1
@livdecarlooI I inject Enbrel on Friday and inject Methotrexate on Monday.  Are you on injectable MTX?  I failed the pills.,0
"@chichistarr73 @SethroOnTheTV Never mind, I just saw what he said. (giggle...) I am a soap fan and I don't need Paxil.",0
@ThatNatalieGray ~ I thought he just needed to be on seroquel.,0
@gilliankilgour totally agree ! Are you on the FB page the UK Tysabri page - its so great for support + lots of glasgow peeps xxx,0
I definitely need Cymbalta after that episode.,0
"If you can't sleep in a high stress job, the latest best thing, under the care of a qualified physician, is low dose quetiapine (Seroquel).",0
Thank god for vyvanse ,0
@REALBROTHER0003.. Still hearing voices.? If I were you I start with Seroquel 100mg bid. Should minimize them voices.. #psychosis #bipolar..,0
"#VegasGR In Dabigatran reversal hemodialysis/hemoperfusion is the best option.May consider FFP, PCC, Cryo, FEIBA, recomb Factor VIIa #FOAMed",0
Do U know what Medications are R for bipolar depression? Currently #FDA approved lamotrigine AKA #Lamictal,0
"En #Espanol: Drug Safety Communication: #FDA investigating 2 deaths following  injection #Zyprexa Relprevv
http://1.usa.gov/13TkcoP ",0
"Unfollowers hurt, Cymbalta can help",0
“@KyleThompson168: Working out on vyvanse is so much better than without #crackedout” I know how you feel brotha,0
40mg of paroxetine,0
50mg of paroxetine is all you probably need to be happy in life.,0
@Cleverestcookie not sure about Greek philosophy but what about venlafaxine?,0
@DoctorChristian can a broken femur with gamma nail which broke from taking fosamax break in diff part of femur from original break,0
Hey @PayPal why you make me wait so many days for my moneyz? My cat's depressed after Game of Thrones and needs Prozac bad! I need my money!,0
@luke_brooks I wish I could give you a throat lozenge,0
"@francaboutwine > cheers mate, I need to get to Cipro - I love Pizza!",0
"if i hear that song by pink & fun. one more time i am going to put an entire bottle of trazodone into a milkshake, drink it & accept my fate",0
"@chilidowler not what you think, I don't have money for that. It's my adderal   & Paxil making me happy.",0
Things to do w/$150 instead of seeing Paxil Rose: Give it directly to @tommy_stinson. 37 pairs of socks at @brooklynbowl. Origami cicadas.,0
I think the fact that I am again functioning at normal levels on 5-6 hours of sleep means that Effexor is finally out of my system. Yay?,0
@Inner_Chi I went with the Nicotrol inhaler. Helped me a lot.,0
@frailgesture Somebody get that guy a lozenge!,0
@pueblokc Cymbalta sounds like the princess in an 80's computer game.,0
"Do I feel weak because of running out of Symbicort 400/12, because of strenuous gardening, or because of Rivaroxaban (Xarelto)?",0
@wandxrlust_ man it's just u n me lozenge had abandoned us,0
"Though I'm still sleeping well, even on floor. That much be because of long half life and still having fluoxetine in my system.",0
"@adamfeuerstein Given Kynamro, wouldn't you be skeptical of ISIS in cardiometabolic indications?",0
@FLAHAULT @cl_lazarus Baclofen and e-cig are probably the 2 magic deux ex machina of Public health !,0
In ESC 2012 #AFib focused update dronedarone not recommended in #HeartFail & recommended second to sotalol in #CHD - John Camm #ehraeuropace,0
"I need a fu kin prozac , volume or somethin this morning",0
I have just swallowed my first dose of quetiapine. Does anyone else expect to be struck by lightning when you take a new med?! #crazysiannie,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @Bernardi2717,0
Pristiq - FDA. For depression. But can cause or worsen medical conditions including depression.....???? #legalizecannabis,0
I've been so tired since I started the Cymbalta. I sleep so much. Case in point: just slept an hour before bed.,1
Site Update: Media for Elizabeth in a Pristiq commercial,0
It's Humira night! ,0
"""Because I'm seventeen, compose my own beats Lyrically I'm dope enough to ass-fuck the dude who made nicotine""",0
I guess the Doctor was right when he said don't eat any dairy products within 2 hours of taking this Levofloxacin. #almostanaccident 3 times,1
i'm listening to Lozenge Of Love by - Radiohead #lastfm #song,0
"Levofloxacin, Salbutamol + GF, and rest.... :(( sickly me. T_T",0
"Survived the non-Venlafaxine disaster with Diazepam. Home now, thank fuck, with the medication & some Zop imbibed. Should be OKish tomorrow.",0
I need a nicotine!!!!!!!!!,0
"Doc prescribed me a med not covered by insurance $530 WTF!!!!!
#latuda",0
"Within three (3) days of quitting smoking, all the nicotine in your system will be eliminated. #NoTobacco at KSU SANTI AJI http://www.yotomo",0
@overeducatedgrl I wish that they'd let BBC #Sherlock smoke more... Nicotine patches aren't the same.,0
@SonnieDetore I cannot be in the sun! #levaquin,1
@rftgyhujikolp only 6 weeks? Piker :P jk how bad is the inflammation? Are you staying on humira LDN and roids too?,0
*batman voice* do you have a lozenge,0
Primadol and Levofloxacin again zz :'(,0
seroquel does not kick in fast enough,0
@x3alyssamarie do you need a throat lozenge?,0
Anyone have experience with a depressed cat? More specifically I think a pissed off cat. He's on kitty prozac...which isn't working great...,0
"@Gina_Giordani Effexor Xr and olanzapine, the olanzapine is just till the Effexor starts working",0
"*guy walks out of pharmacy with drug bag*
me: ""what drug do you think he's on mom??""
mom: ""well he's talking to himself.""
me: ""Seroquel XR""",0
"If you or a loved one has experienced severe side effects from the use of Fosamax, you may qualify for compensation. 1.888.520.5202.",0
@JenWesthoven women on tamoxifen for breast cancer can't use Paxil. MAkes tamoxifen less effective.,0
Cymbalta can help I guess,0
bliss... just took 4 seroquel. Should sleep like a baby. Oh an my mood swings an a anger should be more managable soon,0
"@crohns_twins that sucks. Humira made me so sick. Remicade helped a but, but then seizures put that out. Now waiting, just prednisone now.",1
"I just realized that the word ""Paxil"" has the word ""peace"" in it.",0
*pats @karibear09 on theback* U OK there? *hands her a lozenge* #PaymentReceivedInFull @litlsistr @JayRyan @SchJanet @colon_damaris,0
#tysabri infusion number 4 tomorrow.,0
Cymbalta can't help,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
"I've had no appetite since I started on Prozac, I guess that's a good thing",1
@amandaxbear I got some #kpins  and trazodone ha .. That should help,0
"Anyway, I've found a 4 in 100 figure, BUT it only relates to paroxetine and is for all malformations. (Background 3 in 100)",0
Lyrically I'm dope enough to ass-fuck the dude who made nicotine,0
"@MollyWallop it's cool, it is baclofen. I thought I remembered doing that but wasn't 100%",0
@sto_plc Baclofen 10mg out of stock and Pharmacy staff have no idea when it’ll be available! Oh wait! Lets pause patient’s illness. #Fail,0
i like myself.  i love my clothes.  i do not have low self esteem.  paxil might of helped.  haha,0
Do U know what Meds R 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine,0
Onglyza (saxagliptin):part of a class of diabetes meds called dipeptidyl peptidase-4 (DPP-4) inhibitors;enzyme that breaks down incretin hor,0
Note to self - nicotine lozenge & alcohol = nausea.,1
Do you know what Medications are R for Mania? Currently #FDA approved: #quetiapine AKA #Seroquel,0
Act now and get our deluxe CYDE-FX set ABSOLUTELY FREE! Experience lucid dreaming and sleep paralysis like never before! #Quetiapine,1
My parents snore so bad. Sharing a hotel room with them is going to be the death of my. I NEED MY TRAZODONE,0
@Andy_Spurs00 to stay with mr.zometa and play soccer ((;,0
"@tiredlegs I know. And I already had to have a number of pre-cancerous lesions removed before I started on quetiapine, starting age 30.",0
"Lilly pleads ignorance: ""not aware of any confirmed cases"" MT @FearLoathingBTX FDA probes 2 Zyprexa Deaths http://www.pharmalive.com/fda-investigates-two-deaths-in-zyprexa-patients … #bioethics",0
I swear thia cymbalta is causing me to have horrible nightmares!,1
You know you're going to have a bad day when you start off having run out of coffee and Prozac!,0
"""Slow down, you sound like the end of a Cymbalta commercial..."" ~Lucille Bluth
#ArrestedDevelopment #PureFuckingGold",0
"“@EMauraA: @VestDennis So true - ALL the time! I see commercials for Pradaxa lawsuits already. 

Agreed they SELL u on NEW IMPROVED.",0
#Apixaban / #Eliquis reduced major bleeding from 1.8% to 0.6% vs #warfarin in acute venous thromboembolism patientshttp://www.reuters.com/article/2013/06/30/us-pfizer-bristolmyers-eliquis-idUSBRE95T04G20130630?feedType=RSS&feedName=healthNews …,0
@YomanFezWasup ((awkward but I take vyvanse too)),0
#IfIHadALifeSentence I'd die because you can't have nicotine in prison anymore.. lol,0
"maybe it's the good weed, maybe it's the nicotine",0
@wickychoo @LollyGee OMG ALL THE SPECIAL PLACES. I'm not drunk. It's the fluoxetine.,1
"“@YourGFAdmireMe: nicotine , rocket fluid , bitch get it tf together ,”dont forgot cat piss yummm",0
"nicotine , rocket fluid , bitch get it tf together ,",0
Starting to think fluoxetine actually works. What is this sorcery?,0
"@TheSeatedView @mahaffey72 I have no idea how long Enbrel took for me, as I was on MTX (which worked okay) & trying to wean off it. #rheum",0
"@kj_barnard Hello-I take paxil for d&a and no meds for pain.
My pain scale is a 4 now. I have been tired lately. 
My days & nights mix'd up.",0
Just played: You Love Her - Nicki Gonzalez - Moron Love(Paxil Rose),0
Quitting smoking would be way easier if they made reality less frustrating. Insanity is the new Paxil.,0
"@PaxilParox ""Paxil"" is right up there with ""Joey"" and ""Daniel.""",0
"@Jonny_Wags @Hey_Jeffrey Realtalk: until I started taking Wellbutrin, Effexor robbed me of the ability to cum",1
@ZNB_Maqbool sweaty fluoxetine addict,1
I think baclofen might make me a bigger asshole than usual. :/,1
"21.19 day 17 Rivaroxaban diary. Aches are related to pressure on my body, e.g. If sitting then in back, buttoocks and legs 1/2",1
im out of seroquel how will I sleep it's a mystery,0
"Just been called helpful and friendly by a client apparently. I've been fucking miserable today, so she must be on prozac or something",0
“@docdu16: @cl_lazarus Baclofen and e-cig are probably the 2 magic deux ex machina of Public health !” 1 main diff: e-cig is not a medicine!,0
"Quitting those nicotine lozenges I've been using for a year, so I may write some rude tweets. Like this one: @realDonaldTrump UR A BIG DWEEB",0
I will die on olanzapine unfortunately,0
"Will still be on the Geodon, but will also be taking a low-dose alprazolam as needed for the sudden anxiety attacks ive been getting",1
Merck Wins FOSAMAX® (alendronate sodium) Federal Bellwether Trial Involving Atypical Femur Fracture Claims,0
"@Basic_Chunnel @bromethazine I'm pretty lucid in all my dreams, and the Seroquel drowsiness carried over into the dream. LOLOL.",1
"@TAPNA2013 didnt a recent Vic RCT in ED show olanzapine as good as droperidol, when either combined with midaz?",0
"05.00 day 17 Rivaroxaban diary. Woken up by pain in neck, hips and legs.",1
@Twitpyrg So cipro and metronidazole? #Twitpyrg,0
#ToDoList 1-Finish throat lozenge. 2-Record Here's The Thing for @NickBonsantoSho. 3-Invent renewable energy source using Scotch.,0
"@kimmyxoxo I didn't try Cymbalta, but it was a combo of an antidepressant and klonopin. Turned my life around.",0
"Her surgery went well!! She even got the latest and newest baclofen pump with lower malfunction rates! @TheEllenShow
@machinegunkelly",0
"the anxiety @postsecret today really stood out to me. with the help of effexor, i'm finally working on getting my license. i'm 21.",0
I take vyvanse and continuously listen to vocal trance mixes,0
"""Did you hear that?""
""No""
""Ha! Maybe I should be the one on zyprexa. Well, see you next week. """,0
@Ra_Bies Give her a Prozac and she will fly,0
"@brokenmind_ they mentioned quetiapine for me ages ago, but have changed their mind now. Want to give me nothing. Not happy!",0
my e-cig is almost dead and I haven't had any nicotine in over 4 hours,0
Need for pain adjuvants: Duloxetine for chemo induced peripheral neuropathy. JAMA 2013. 20% difference in % who report decreased pain? #ASCO,0
The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?,0
Post concert depression hurts... CYMBALTA can help,0
"New clot preventer works as well as warfarin with less bleeding: (Reuters) - The blood clot preventer Eliquis, sold by Pfizer Inc and...",0
@ArdyanHunter My sleeping schedule is messed up. I go to bed late & I sleep late. I'm on a pill called Seroquel. It helps you sleep. (:,0
FOUND THEM. Starting back up on Effexor. Vomits shall ensue!,1
"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills",0
#seb2013 fluoxetine did not reduce the birds' anxiety,0
"New insurance keeps rejecting Enbrel requests. In the meantime, my body's eating itself. By all means insurance, keep dragging this out #nbd",0
I'm just glad I finally have a handle on my bipolar issues. Cymbalta for the WIN!  #BeenCrazy,0
@reesayspieces The new ones are stronger than Tysabri without the brain infection risk. They're finding people who are JC neg still get it.,0
"Me too. I used to call Geodon the Potato Drug bcuz that's what I looked like after just 5 weeks on it..
 @BeyondMeds @medskep",0
#Lurasidone has low propensity for #weightgain and #metabolic disturbances making it attractive option for #bipolar #depression #mhchat #mh,0
@amanda_stand @mycuriousmind wow. Venlafaxine and mirtazapine must be very sedative. I’ve had them before separately n was knocked out-ishX,1
Stop whining. I dont care about you being depressed. Get cymbalta,0
"@DocWashburn I'm not trying to start any immature fight with you. But ask you to realize how dangerous ""medicine"" is. Like ""cymbalta"".",0
@MissMazyGG I'll switch my evening dose to morning and let the seroquel deal with the symptoms hahahaha :),0
"DTN Pharma News: Boehringer submits application to EMA for use of Pradaxa for treatment of acute DVT, PE: Boeh...http://bit.ly/15yhQd2 ",0
Rivaroxaban's people seem to market the multiple indications angle.  Apixaban's designed the bravest trial.  Let's get it done!,0
"Want Beverly to know: Depression hurts, but Cymbalta can help!",0
"@spondylitis 
Traveling to India while on Humira.. What shots are required to stay safe? Thanks.",0
Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity. http://nej.md/11MAcpw ,0
@ItsMeCreezy I hate to hear that.  Taking seroquel is like swallowing a sleeping pill when u wake up then trying to function normally,1
"note to all:
if Prozac didn't work for you, don't take Paxil.",0
@melissa0810 @gary_head @JenelleLies3 and never stop cold turkey.. I was on Effexor for awhile for PPD and lost my insurance... Bad deal!,0
Una don come again..RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
Okay my vyvanse has completely worn off. Time to put up the books.,0
My dad has been on namenda for four days. Funny I forgot what that drug is for.,0
"Eating Paleo but taking Prozac kinda defeats the purpose, right?",0
"My derpy little town now has a bridge! We shall name it... THE PAXIL BRIDGE, in honor of our chief donor, @PaxilParox!",0
"@heather_wilson had Ativan and Xanax and neither works. I'm waiting for ins approval for zyprexa for my nausea, but its an antipsychotic too",0
"trazodone kicking in , gooodnight ",0
@_Urban_Hippie_ I don't miss mine. Vyvanse is better in every way,0
"@kevinmu03071266 I was on the lamotrigine for a while, the levetricetan is for me, stops the jerks I got . How long have you been on it?",0
"No! I always get Cipro before I travel but never had to use it, not even in Mexico! MT @johnnyjet: Ever call doctor on a trip? #TravelSkills",0
"Just saw ""After Earth."" I wouldn't say it's about Scientology, except for the part where Jaden Smith blasts Brooke Shields for using Paxil.",0
"whether you're taking the Prozac, the Xanax, or the Paxil, whatever the hell they put in that capsule.",0
I've been getting almost daily headaches for the past 3 weeks  side effects of #enbrel ? I've been on it for months now though #rheum,1
@PhishingExpo My perscription is legal. lol I havnt smoked week since 2006. Or touched a pain pill. Just my xanax and paxil,0
Current ToC: Use of Denosumab in a Patient with Non-Small-Cell Lung Cancer and Severe Renal Function Impairmen... http://bit.ly/19cmeoK ,0
@AppleNatasa K-Stew: Prozac for the new generation :D,0
Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac. (via @UberFacts),0
"“@BBW_BFF: @TheRyanAdams His parents are dead, and he's given Gotham everything.”
Patient: Bruce Wayne. 1 Sativa lozenge. Repeat as needed",0
A person or a lady? *runs*RT @UberFacts: Bananas contain a natural chemical that can make a person happy -The same chemical found in Prozac.,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
Pristiq isn't helping. I'm in a great mood. Want to live forever. Love life. It was easy when I had no mental health care. Wanted to diethen,0
"@brokennails I should've known. Here, have a lozenge. ;)",0
"@SarahChoueiry yes, definitely. Sometimes I feel as I’m taking prednisone. Did not feel this way prior to Humira.",0
"02.03 Rivaroxaban diary day 20. Some neck pain and legs still weak, but feeling much better. Very warm night.",1
"@OmicsOmicsBlog @matthewherper @richmeyer Tysabri is alpha4beta1; vedolizumab is alpha4beta7, this integrin used for access lamina propria",0
"Novartis' psoriasis drug superior to Enbrel in study: ZURICH, July 8 (Reuters) - Results of a late-stage study... http://bit.ly/1822xgr ",0
@RuralDocMD Please advise if you know of Levaquin Toxicity/adverse reactions. I am a 4+ year sufferer and chronic pain every day=can u help,0
Ok this new Twitter client behaves like an ex of mine. Sporadic and off the Paxil..in an instant. YOWZA,0
Jesus be a throat lozenge!!! #novoice,0
"Despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cause seizures in OD.",0
"@LithiumLibGirl I can relate to the olanzapine lbs, but you'll be great!",1
"True story: Li'l Baby Lozenge woke up crying and the clock said 4:20 a.m., so I thought of you guys.",0
"@Glass1ncision It's called Seroquel Prolong (Quetiapine). Apart from the weight gain, I am actually quite happy with it.",1
"@DrJudyStone Dr-read you know side effects of Levaquin, Avelox, and Cipro-True? Can you help people suffering-Drs. tell us in our mindNO WAY",0
I do baclofen which helps w incontinent urges but don't think it's good for the bowels. (very personal but wtf) anyone have insight for me??,0
#FDA Drug Safety Communication: FDA is investigating two  deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU ,0
"@GaiaTheorist Im fucking possible .... You'll never do it... Not without an accomplice and fluoxetine **grabs keys, grand antidepressants **",0
Just seeing whats occurring on twitter. .while waiting for the quetiapine to kick in.,0
@raCanuck I had a weird rash w/ Enbrel. But it was all over my abdomen & chest. Rash in elbow cld b psoriasis? Can u take a pic?,1
I don't know whether my Vyvanse caused my caffeine addiction or caffeine caused my Vyvanse addiction.,1
#Teaminsomnia Guess I should take this trazodone the DR. gave me ... Hate prescriptions ... But need sleep,0
"I'm bored, I guess I'll pack a lip. Using nicotine to cure boredom is not a smart move. Fuck it.",0
@PsychiatrySHO @duff_thoughts Had a nurse the other day tell me about a care home crushing olanzapine to put in food of dementia patients...,0
I imagine swallowing one's pride would taste a bit like this zinc lozenge.,0
"@rypal7 lol we may need a lot of docy, cipro, and z-packs. but if that gets us all the way from the corner...its meant to be",0
#EDS friends! Anybody taken #Cipro? (antibiotic) Complications?? Big side effect is tendon rupture...figured my dr would know better?,1
5 hours til I forgo my nightly 300mg Seroquel XR. Get ready for the crazy.,0
@Caitlin_dean not one bit. #golden #vyvanse #nevergethangovers,0
"i still laugh about when tyrel and his gf broke up in 7th grade so his fb stat was ""depressed :/"" & zach commented ""cymbalta can help"" haha",0
@pillmanuk I have made my customary offering to them by burning some trainee tech test papers on a fire made primarily of fluoxetine boxes,0
"sweet raw flesh, & nicotine summer time.",0
"Depression hurts, Cymbalta can help",0
"After explaining MOA of lipitor and metoprolol to my elderly patient 'Thank you, hon, ain't no one never explained nothing to me before'",0
"Novartis tests copy of Amgen's Enbrel in late-stage trial: LONDON (Reuters) - Sandoz, the generics unit of Nov... http://yhoo.it/19jlcbq ",0
My website form is being spammed by seroquel vendors. Really? There's a spammers market for antipsychotics?,0
Dr just called me to let me know he won't be refilling my Humira until I see you. So here's to weeks of waning health.,0
@HellaSeroquel I would get a follow from you while I’m waiting on my seroquel script to get filled.,0
